time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 3
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	08_C2T1_R
0.000	info	start_time	2023-11-14T11:48:19.742
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 7.9, "intercept": 31.1}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 9.5, "intercept": 34.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.564	event	input	poke_4
1.509	event	input	poke_4_out
1.895	event	input	poke_5
1.896	state		forced_choice_right
1.936	event	input	poke_5_out
1.963	event	input	poke_5
1.976	event	input	poke_5_out
2.596	event	input	poke_5
2.661	event	input	poke_5_out
3.083	event	input	poke_6
3.084	state		chose_right
3.085	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5, "threshold_crossed": false}
3.147	event	input	poke_6_out
3.268	event	sync	rsync
3.294	event	input	poke_6
3.586	state		reward_right
3.664	state		reward_consumption
4.138	event	input	poke_6_out
4.236	event	input	poke_6
4.879	event	input	poke_6_out
5.879	event	timer	consumption_timer
5.879	state		inter_trial_interval
6.131	event	input	poke_5
6.549	event	input	poke_5_out
7.158	event	input	poke_4
7.358	event	input	poke_4_out
8.197	state		initiation_state
8.704	event	sync	rsync
9.552	event	input	poke_5
9.553	state		choice_state
9.632	event	input	poke_5_out
10.062	event	input	poke_4
10.063	state		chose_left
