time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 2
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	07_C1T1_R
0.000	info	start_time	2023-11-14T11:48:19.691
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 6.5, "intercept": 26.3}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 30.2}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
3.327	event	input	poke_5
3.328	state		forced_choice_left
3.433	event	input	poke_5_out
3.902	event	input	poke_6
4.820	event	input	poke_6_out
5.774	event	input	poke_4
5.775	state		chose_left
5.776	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5, "threshold_crossed": false}
6.277	state		no_reward
6.377	state		reward_consumption
6.520	event	input	poke_4_out
7.520	event	timer	consumption_timer
7.520	state		inter_trial_interval
8.230	event	sync	rsync
9.372	state		initiation_state
13.577	event	input	poke_5
13.578	state		choice_state
13.650	event	input	poke_5_out
14.047	event	input	poke_4
14.049	state		chose_left
14.050	variable	print	{"n_trials": 2, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.4412485, "threshold_crossed": false}
14.550	state		reward_left
14.624	state		reward_consumption
16.440	event	sync	rsync
17.534	event	sync	rsync
19.170	event	input	poke_4_out
19.193	event	input	poke_4
20.486	event	input	poke_4_out
20.578	event	input	poke_4
20.967	event	input	poke_4_out
