time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Optobox
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	05_C1T4_R
0.000	info	start_time	2023-11-14T09:50:07.153
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 11.7, "intercept": 51.1}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 11.3, "intercept": 64}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
5.462	event	input	poke_5
5.463	state		choice_state
5.534	event	sync	rsync
5.581	event	input	poke_5_out
5.976	event	input	poke_6
5.977	state		chose_right
5.978	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": true, "mov_ave": 0.4412485, "threshold_crossed": false}
6.066	event	input	poke_6_out
6.261	event	input	poke_6
6.422	event	input	poke_6_out
6.478	state		reward_right
6.494	event	input	poke_6
6.599	state		reward_consumption
8.919	event	input	poke_6_out
9.920	event	timer	consumption_timer
9.920	state		inter_trial_interval
11.029	state		initiation_state
12.640	event	input	poke_5
12.641	state		choice_state
12.693	event	input	poke_5_out
12.994	event	input	poke_6
12.996	state		chose_right
12.996	variable	print	{"n_trials": 2, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.3894004, "threshold_crossed": false}
13.066	event	input	poke_6_out
13.252	event	input	poke_6
13.497	state		no_reward
13.597	state		reward_consumption
13.757	event	sync	rsync
14.069	event	input	poke_6_out
15.069	event	timer	consumption_timer
