time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Optobox
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	05_C1T4_R
0.000	info	start_time	2023-11-16T11:09:17.088
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 11.7, "intercept": 51.1}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 11.3, "intercept": 64}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.673	event	input	poke_6
1.317	event	input	poke_6_out
5.610	event	sync	rsync
7.068	event	sync	rsync
11.165	event	sync	rsync
11.460	event	input	poke_5
11.462	state		choice_state
11.555	event	input	poke_5_out
12.377	event	input	poke_6
12.378	state		chose_right
12.379	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5587516, "threshold_crossed": false}
12.482	event	input	poke_6_out
12.760	event	input	poke_6
12.880	state		reward_right
13.001	state		reward_consumption
13.527	event	sync	rsync
19.079	event	sync	rsync
19.837	event	input	poke_6_out
20.837	event	timer	consumption_timer
20.837	state		inter_trial_interval
20.909	event	sync	rsync
22.777	event	input	poke_5
22.868	event	input	poke_5_out
23.617	state		initiation_state
23.813	event	input	poke_5
23.814	state		choice_state
24.030	event	input	poke_5_out
24.380	event	input	poke_6
24.381	state		chose_right
24.382	variable	print	{"n_trials": 2, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6105996, "threshold_crossed": false}
24.480	event	sync	rsync
