time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 1
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	01_C3T1_R
0.000	info	start_time	2023-11-15T09:40:32.643
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 8, "intercept": 25.9}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 27.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
1.125	event	input	poke_6
1.227	event	input	poke_6_out
1.582	event	input	poke_6
1.603	event	input	poke_6_out
1.653	event	input	poke_6
2.561	event	input	poke_6_out
3.551	event	input	poke_5
3.552	state		choice_state
3.642	event	input	poke_5_out
4.012	event	input	poke_6
4.013	state		chose_right
4.014	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5587516, "threshold_crossed": false}
4.515	state		reward_right
4.588	state		reward_consumption
6.914	event	sync	rsync
11.237	event	sync	rsync
16.378	event	input	poke_6_out
17.378	event	timer	consumption_timer
17.378	state		inter_trial_interval
18.411	state		initiation_state
18.697	event	sync	rsync
20.625	event	input	poke_5
20.626	state		choice_state
20.765	event	input	poke_5_out
21.021	event	sync	rsync
21.046	event	input	poke_6
21.048	state		chose_right
21.048	variable	print	{"n_trials": 2, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6105996, "threshold_crossed": false}
21.549	state		reward_right
21.622	state		reward_consumption
24.278	event	input	poke_6_out
