time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 2
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	02_C3T2_R
0.000	info	start_time	2023-11-14T09:50:07.025
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 6.5, "intercept": 26.3}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 30.2}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.121	event	input	poke_5
0.122	state		choice_state
0.200	event	input	poke_5_out
0.546	event	input	poke_4
0.548	state		chose_left
0.549	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.5587516, "threshold_crossed": false}
0.638	event	input	poke_4_out
0.693	event	input	poke_4
0.712	event	input	poke_4_out
0.756	event	input	poke_4
0.805	event	input	poke_4_out
0.919	event	input	poke_4
1.049	state		no_reward
1.149	state		reward_consumption
1.271	event	input	poke_4_out
1.315	event	input	poke_4
1.500	event	input	poke_4_out
1.873	event	input	poke_5
1.966	event	input	poke_5_out
2.438	event	input	poke_5
2.500	event	timer	consumption_timer
2.500	state		inter_trial_interval
2.520	event	input	poke_5_out
2.860	event	input	poke_6
2.928	event	input	poke_6_out
3.075	event	input	poke_6
3.183	event	input	poke_6_out
3.322	event	input	poke_6
3.501	event	input	poke_6_out
3.627	event	input	poke_6
3.707	event	input	poke_6_out
3.735	event	input	poke_6
3.868	state		initiation_state
3.918	event	input	poke_6_out
3.958	event	input	poke_6
3.992	event	input	poke_6_out
