time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 3
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	08_C2T1_R
0.000	info	start_time	2023-11-13T13:41:35.388
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 7.9, "intercept": 31.1}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 9.5, "intercept": 34.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.585	event	input	poke_5
0.586	state		forced_choice_left
0.765	event	input	poke_5_out
1.257	event	input	poke_5
1.355	event	input	poke_5_out
1.709	event	input	poke_4
1.710	state		chose_left
1.711	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5, "threshold_crossed": false}
2.127	event	sync	rsync
2.212	state		reward_left
2.303	state		reward_consumption
4.325	event	sync	rsync
6.480	event	input	poke_4_out
6.503	event	input	poke_4
6.798	event	sync	rsync
6.888	event	input	poke_4_out
6.918	event	input	poke_4
7.858	event	input	poke_4_out
8.709	event	sync	rsync
8.858	event	timer	consumption_timer
8.858	state		inter_trial_interval
9.598	event	input	poke_4
9.698	event	input	poke_4_out
10.469	state		initiation_state
10.981	event	input	poke_5
10.982	state		choice_state
11.045	event	input	poke_5_out
11.241	event	sync	rsync
11.445	event	input	poke_4
11.446	state		chose_left
