time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 3
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	08_C2T1_R
0.000	info	start_time	2023-11-17T12:46:07.274
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 7.9, "intercept": 31.1}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 9.5, "intercept": 34.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
9.169	event	sync	rsync
17.954	event	sync	rsync
22.375	event	sync	rsync
29.252	event	sync	rsync
33.530	event	input	poke_5
33.532	state		choice_state
33.609	event	input	poke_5_out
34.406	event	input	poke_6
34.408	state		chose_right
34.409	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.4412485, "threshold_crossed": false}
34.485	event	input	poke_6_out
34.502	event	input	poke_6
34.533	event	input	poke_6_out
34.680	event	input	poke_6
34.739	event	input	poke_6_out
34.896	event	input	poke_6
34.909	state		no_reward
35.009	state		reward_consumption
35.862	event	input	poke_6_out
36.863	event	timer	consumption_timer
36.863	state		inter_trial_interval
37.274	event	sync	rsync
38.337	state		initiation_state
39.811	event	sync	rsync
47.164	event	sync	rsync
49.271	event	input	poke_5
49.272	state		choice_state
49.332	event	input	poke_5_out
49.576	event	sync	rsync
49.754	event	input	poke_6
49.755	state		chose_right
