time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 2
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	07_C1T1_R
0.000	info	start_time	2023-11-17T12:46:07.221
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 6.5, "intercept": 26.3}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 30.2}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
1.359	event	input	poke_6_out
4.263	event	sync	rsync
4.720	event	input	poke_5
4.721	state		forced_choice_left
4.802	event	input	poke_5_out
5.114	event	input	poke_6
6.338	event	input	poke_6_out
6.874	event	input	poke_5
6.942	event	input	poke_5_out
7.316	event	input	poke_4
7.317	state		chose_left
7.318	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5, "threshold_crossed": false}
7.818	state		reward_left
7.892	state		reward_consumption
8.760	event	sync	rsync
12.173	event	input	poke_4_out
12.200	event	input	poke_4
12.435	event	input	poke_4_out
13.435	event	timer	consumption_timer
13.435	state		inter_trial_interval
14.941	state		initiation_state
16.371	event	sync	rsync
17.405	event	input	poke_4
17.531	event	input	poke_4_out
17.540	event	input	poke_4
17.582	event	input	poke_4_out
17.889	event	input	poke_5
17.890	state		choice_state
17.946	event	input	poke_5_out
18.211	event	input	poke_4
18.213	state		chose_left
