time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Optobox
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	10_C2T3_R
0.000	info	start_time	2023-11-13T13:41:35.577
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 11.7, "intercept": 51.1}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 11.3, "intercept": 64}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
2.664	event	input	poke_5
2.665	state		choice_state
2.738	event	input	poke_5_out
3.176	event	input	poke_6
3.177	state		chose_right
3.178	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5587516, "threshold_crossed": false}
3.354	event	input	poke_6_out
3.442	event	input	poke_6
3.628	event	input	poke_6_out
3.679	state		reward_right
3.742	event	input	poke_6
3.800	state		reward_consumption
4.057	event	sync	rsync
6.206	event	input	poke_6_out
6.393	event	input	poke_6
6.691	event	input	poke_6_out
7.691	event	timer	consumption_timer
7.691	state		inter_trial_interval
8.288	event	sync	rsync
9.180	event	input	poke_5
9.288	event	input	poke_5_out
9.611	event	input	poke_6
9.726	event	input	poke_6_out
9.770	event	input	poke_6
9.980	event	input	poke_6_out
10.036	state		initiation_state
10.373	event	input	poke_5
10.375	state		choice_state
10.462	event	input	poke_5_out
10.715	event	input	poke_6
10.717	state		chose_right
