time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 1
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	01_C3T1_R
0.000	info	start_time	2023-11-13T11:45:33.943
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 8, "intercept": 25.9}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 27.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.002	event	input	poke_6
0.193	event	input	poke_6_out
0.387	event	input	poke_6
1.064	event	sync	rsync
1.215	event	input	poke_6_out
1.817	event	input	poke_5
1.818	state		choice_state
1.936	event	input	poke_5_out
2.234	event	input	poke_6
2.235	state		chose_right
2.236	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.4412485, "threshold_crossed": false}
2.736	state		no_reward
2.836	state		reward_consumption
3.477	event	input	poke_6_out
4.173	event	input	poke_5
4.276	event	input	poke_5_out
4.477	event	timer	consumption_timer
4.477	state		inter_trial_interval
5.093	event	input	poke_6
5.256	event	input	poke_6_out
5.374	event	input	poke_6
6.132	event	input	poke_6_out
6.163	event	sync	rsync
6.807	state		initiation_state
6.886	event	input	poke_6
7.088	event	input	poke_6_out
7.436	event	input	poke_5
7.437	state		choice_state
7.845	event	input	poke_5_out
8.118	event	input	poke_6
8.119	state		chose_right
