time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 1
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	06_C1T2_R
0.000	info	start_time	2023-11-15T11:29:30.838
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 8, "intercept": 25.9}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 27.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
5.090	event	input	poke_6
5.191	event	input	poke_6_out
5.457	event	input	poke_5
5.458	state		choice_state
5.556	event	input	poke_5_out
5.884	event	input	poke_6
5.885	state		chose_right
5.886	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.4412485, "threshold_crossed": false}
6.387	state		no_reward
6.487	state		reward_consumption
6.800	event	input	poke_6_out
7.801	event	timer	consumption_timer
7.801	state		inter_trial_interval
8.542	event	sync	rsync
10.586	event	sync	rsync
10.615	state		initiation_state
13.442	event	input	poke_6
13.457	event	input	poke_6_out
13.476	event	input	poke_6
13.604	event	input	poke_6_out
13.688	event	sync	rsync
13.919	event	input	poke_5
13.920	state		choice_state
14.008	event	input	poke_5_out
14.331	event	input	poke_4
14.332	state		chose_left
14.333	variable	print	{"n_trials": 2, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5069036, "threshold_crossed": false}
14.834	state		reward_left
14.905	state		reward_consumption
19.757	event	sync	rsync
20.839	event	sync	rsync
