time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 2
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	02_C3T2_R
0.000	info	start_time	2023-11-13T11:45:33.994
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 6.5, "intercept": 26.3}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 30.2}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
4.388	event	input	poke_6
4.526	event	input	poke_6_out
4.804	event	input	poke_6
4.850	event	input	poke_6_out
4.866	event	input	poke_6
4.937	event	input	poke_6_out
5.049	event	input	poke_6
5.070	event	input	poke_6_out
5.127	event	input	poke_6
5.274	event	input	poke_6_out
5.457	event	input	poke_6
5.560	event	input	poke_6_out
5.615	event	sync	rsync
6.170	event	input	poke_5
6.171	state		choice_state
6.255	event	input	poke_5_out
6.610	event	input	poke_6
6.611	state		chose_right
6.612	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.5587516, "threshold_crossed": false}
6.660	event	input	poke_6_out
6.815	event	input	poke_6
6.894	event	input	poke_6_out
6.976	event	sync	rsync
7.113	state		no_reward
7.121	event	input	poke_6
7.213	state		reward_consumption
7.285	event	input	poke_6_out
7.365	event	input	poke_6
7.431	event	input	poke_6_out
7.476	event	input	poke_6
7.763	event	input	poke_6_out
7.842	event	input	poke_6
7.935	event	input	poke_6_out
7.985	event	input	poke_6
8.137	event	input	poke_6_out
9.138	event	timer	consumption_timer
