time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 2
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	02_C3T2_R
0.000	info	start_time	2023-11-15T09:40:32.698
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 6.5, "intercept": 26.3}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 30.2}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
1.046	event	input	poke_5
1.048	state		choice_state
1.077	event	input	poke_5_out
1.468	event	input	poke_4
1.469	state		chose_left
1.470	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5587516, "threshold_crossed": false}
1.621	event	input	poke_4_out
1.726	event	input	poke_4
1.802	event	input	poke_4_out
1.850	event	input	poke_4
1.875	event	input	poke_4_out
1.909	event	input	poke_4
1.971	state		reward_left
2.045	state		reward_consumption
2.978	event	sync	rsync
3.524	event	input	poke_4_out
3.561	event	input	poke_4
3.627	event	input	poke_4_out
4.627	event	timer	consumption_timer
4.627	state		inter_trial_interval
5.929	event	input	poke_5
6.048	state		initiation_state
6.063	event	input	poke_5_out
6.112	event	input	poke_5
6.113	state		choice_state
6.140	event	input	poke_5_out
6.441	event	input	poke_4
6.442	state		chose_left
6.443	variable	print	{"n_trials": 2, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.6105996, "threshold_crossed": false}
6.944	state		reward_left
