time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 1
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	01_C3T1_R
0.000	info	start_time	2023-11-16T11:09:16.879
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 8, "intercept": 25.9}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 27.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.395	event	input	poke_5
0.396	state		choice_state
0.460	event	input	poke_5_out
0.825	event	input	poke_6
0.826	state		chose_right
0.827	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5587516, "threshold_crossed": false}
1.328	state		reward_right
1.401	state		reward_consumption
5.354	event	sync	rsync
7.991	event	input	poke_6_out
8.991	event	timer	consumption_timer
8.991	state		inter_trial_interval
11.574	event	sync	rsync
11.612	state		initiation_state
11.902	event	input	poke_6
12.587	event	input	poke_6_out
14.089	event	input	poke_6
14.111	event	input	poke_6_out
14.610	event	input	poke_5
14.611	state		choice_state
14.704	event	input	poke_5_out
14.998	event	input	poke_6
15.000	state		chose_right
15.001	variable	print	{"n_trials": 2, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6105996, "threshold_crossed": false}
15.501	state		reward_right
15.574	state		reward_consumption
20.073	event	sync	rsync
21.078	event	input	poke_6_out
22.078	event	timer	consumption_timer
22.078	state		inter_trial_interval
