time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 1
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	06_C1T2_R
0.000	info	start_time	2023-11-14T11:48:19.621
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 8, "intercept": 25.9}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 27.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.015	event	input	poke_6_out
0.775	event	input	poke_4
1.793	event	input	poke_4_out
3.064	event	input	poke_5
3.066	state		forced_choice_left
3.184	event	input	poke_5_out
3.448	event	input	poke_4
3.449	state		chose_left
3.450	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5, "threshold_crossed": false}
3.950	state		reward_left
4.021	state		reward_consumption
4.818	event	sync	rsync
11.220	event	input	poke_4_out
11.293	event	sync	rsync
12.220	event	timer	consumption_timer
12.220	state		inter_trial_interval
14.627	state		initiation_state
16.400	event	sync	rsync
18.455	event	sync	rsync
19.984	event	input	poke_4
20.828	event	input	poke_4_out
21.204	event	input	poke_5
21.205	state		choice_state
21.247	event	input	poke_5_out
21.510	event	input	poke_4
21.511	state		chose_left
21.512	variable	print	{"n_trials": 2, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": false, "mov_ave": 0.5587516, "threshold_crossed": false}
22.012	state		no_reward
22.112	state		reward_consumption
22.174	event	sync	rsync
22.416	event	input	poke_4_out
