time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Optobox
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	10_C2T3_R
0.000	info	start_time	2023-11-16T13:25:34.717
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 11.7, "intercept": 51.1}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 11.3, "intercept": 64}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
9.543	event	sync	rsync
10.415	event	input	poke_5
10.416	state		choice_state
10.911	event	input	poke_5_out
11.343	event	input	poke_6
11.345	state		chose_right
11.346	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.4412485, "threshold_crossed": false}
11.846	state		no_reward
11.946	state		reward_consumption
12.213	event	input	poke_6_out
12.391	event	input	poke_6
12.588	event	input	poke_6_out
12.722	event	input	poke_6
12.962	event	input	poke_6_out
13.026	event	input	poke_6
13.562	event	input	poke_6_out
14.562	event	timer	consumption_timer
14.562	state		inter_trial_interval
16.635	state		initiation_state
17.311	event	input	poke_4
17.447	event	input	poke_4_out
17.991	event	input	poke_5
17.992	state		choice_state
18.060	event	input	poke_5_out
18.481	event	input	poke_4
18.482	state		chose_left
18.483	variable	print	{"n_trials": 2, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5069036, "threshold_crossed": false}
18.984	state		reward_left
19.083	event	sync	rsync
19.115	state		reward_consumption
21.621	event	sync	rsync
