time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 4
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	09_C2T2_R
0.000	info	start_time	2023-11-16T13:25:34.663
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_6", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 7.1, "intercept": 27.4}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 8.0, "intercept": 23.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
2.916	event	sync	rsync
7.991	event	sync	rsync
14.494	event	input	poke_4
15.434	event	sync	rsync
15.659	event	input	poke_4_out
16.429	event	input	poke_5
16.430	state		choice_state
16.559	event	input	poke_5_out
17.770	event	input	poke_4
17.772	state		chose_left
17.773	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.4412485, "threshold_crossed": false}
17.841	event	input	poke_4_out
17.856	event	input	poke_4
18.273	state		no_reward
18.373	state		reward_consumption
18.945	event	input	poke_4_out
18.997	event	input	poke_4
19.270	event	input	poke_4_out
19.843	event	input	poke_5
19.920	event	input	poke_5_out
20.270	event	timer	consumption_timer
20.270	state		inter_trial_interval
21.615	event	input	poke_6
21.672	event	input	poke_6_out
21.802	event	input	poke_6
22.518	state		initiation_state
22.827	event	input	poke_6_out
23.264	event	input	poke_6
23.310	event	input	poke_6_out
24.036	event	input	poke_5
24.037	state		forced_choice_left
24.136	event	input	poke_5_out
24.569	event	input	poke_4
24.570	state		chose_left
