time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 1
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	06_C1T2_R
0.000	info	start_time	2023-11-17T12:46:07.169
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 8, "intercept": 25.9}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 7.3, "intercept": 27.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
4.070	event	sync	rsync
7.025	event	input	poke_6
7.083	event	input	poke_6_out
8.732	event	input	poke_6
8.759	event	input	poke_6_out
9.546	event	input	poke_4
9.637	event	sync	rsync
10.535	event	input	poke_4_out
10.939	event	input	poke_5
10.940	state		choice_state
11.041	event	input	poke_5_out
11.538	event	input	poke_6
11.539	state		chose_right
11.540	variable	print	{"n_trials": 1, "n_rewards": 0, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.4412485, "threshold_crossed": false}
12.041	state		no_reward
12.141	state		reward_consumption
12.266	event	sync	rsync
12.462	event	input	poke_6_out
13.462	event	timer	consumption_timer
13.462	state		inter_trial_interval
14.779	event	input	poke_5
14.866	event	input	poke_5_out
15.952	state		initiation_state
16.356	event	input	poke_6
16.482	event	input	poke_6_out
16.847	event	input	poke_5
16.848	state		forced_choice_right
16.903	event	input	poke_5_out
17.168	event	input	poke_6
17.169	state		chose_right
