time	type	subtype	content
0.000	info	experiment_name	Thomas\LRRK2_photometry
0.000	info	task_name	Thomas\reversal_learning
0.000	info	task_file_hash	2655257290
0.000	info	setup_id	Box 4
0.000	info	framework_version	2.0rc1
0.000	info	micropython_version	1.12
0.000	info	subject_id	09_C2T2_R
0.000	info	start_time	2023-11-14T11:48:19.794
0.000	variable	run_start	{"n_blocks": 0, "click_volume": 10, "good_prob": 0.75, "forced_choice": false, "session_duration": 5400000, "correct": null, "ITI_duration": [1000, 3000], "n_trials": 0, "post_choice_delay": 500, "good_poke": "poke_4", "trials_post_threshold": [5, 15], "trials_till_reversal": 0, "consumption_duration": 1000, "threshold": 0.75, "tau": 8, "reward_vol_ul": 6, "hw_poke_6_calibration": {"slope": 7.1, "intercept": 27.4}, "n_rewards": 0, "threshold_crossed": false, "hw_poke_4_calibration": {"slope": 8.0, "intercept": 23.4}, "bad_prob": 0.25}
0.000	state		initiation_state
0.002	event	sync	rsync
0.874	event	sync	rsync
9.247	event	input	poke_4
9.715	event	sync	rsync
9.817	event	input	poke_4_out
10.167	event	input	poke_5
10.168	state		forced_choice_left
10.250	event	input	poke_5_out
10.804	event	input	poke_4
10.805	state		chose_left
10.806	variable	print	{"n_trials": 1, "n_rewards": 1, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_4", "choice": "poke_4", "correct": true, "outcome": true, "mov_ave": 0.5, "threshold_crossed": false}
10.937	event	input	poke_4_out
10.963	event	input	poke_4
11.307	state		reward_left
11.378	state		reward_consumption
15.155	event	input	poke_4_out
15.781	event	sync	rsync
16.155	event	timer	consumption_timer
16.155	state		inter_trial_interval
17.223	state		initiation_state
17.952	event	input	poke_4
18.025	event	input	poke_4_out
18.122	event	input	poke_4
18.478	event	input	poke_4_out
20.483	event	sync	rsync
20.504	event	input	poke_5
20.505	state		choice_state
20.587	event	input	poke_5_out
20.958	event	input	poke_6
20.959	state		chose_right
20.960	variable	print	{"n_trials": 2, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_4", "choice": "poke_6", "correct": false, "outcome": false, "mov_ave": 0.4412485, "threshold_crossed": false}
